4.043	6.29	15.35
4.043	6.29	15.35
4.043	6.29	15.35
4.043	6.30	15.35
4.043	6.31	15.35
4.043	6.31	15.35
4.043	6.30	15.35
4.043	6.29	15.35
4.043	6.31	15.35
4.043	6.32	15.35
4.043	6.33	15.35
4.043	6.35	15.35
4.043	6.30	15.35
4.043	6.30	15.35
4.043	6.29	15.35
4.043	6.29	15.35
4.043	6.29	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.29	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.29	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.29	15.35
4.043	6.29	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.29	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.043	6.27	15.35
4.043	6.28	15.35
4.043	6.28	15.35
4.037	6.27	15.35
4.032	6.27	15.35
4.028	6.27	15.35
4.023	6.28	15.35
4.016	6.28	15.35
4.009	6.27	15.35
4.004	6.28	15.35
4.001	6.27	15.35
3.998	6.28	15.35
3.994	6.28	15.35
3.991	6.28	15.35
3.988	6.27	15.35
3.984	6.28	15.35
3.980	6.39	15.35
3.974	6.38	15.35
3.968	6.38	15.35
3.963	6.37	15.35
3.960	6.36	15.35
3.955	6.36	15.35
3.950	6.36	15.35
3.944	6.38	15.35
3.935	6.37	15.35
3.922	6.38	15.35
3.906	6.40	15.35
3.894	6.43	15.35
3.891	6.40	15.35
3.890	6.40	15.35
3.890	6.40	15.35
3.888	6.40	15.35
3.886	6.41	15.35
3.883	6.41	15.35
3.882	6.41	15.35
3.880	6.41	15.35
3.876	6.43	15.35
3.872	6.45	15.35
3.870	6.45	15.35
3.867	6.46	15.35
3.864	6.46	15.35
3.861	6.47	15.35
3.858	6.47	15.35
3.855	6.49	15.35
3.853	6.49	15.35
3.851	6.49	15.35
3.848	6.49	15.35
3.845	6.49	15.35
3.843	6.49	15.35
3.840	6.50	15.35
3.838	6.51	15.35
3.834	6.52	15.35
3.830	6.53	15.35
3.825	6.54	15.35
3.818	6.53	15.35
3.813	6.55	15.35
3.809	6.55	15.35
3.804	6.56	15.35
3.801	6.55	15.35
3.801	6.55	15.35
3.801	6.55	15.35
3.802	6.55	15.35
3.802	6.54	15.35
3.802	6.54	15.35
3.799	6.57	15.35
3.792	6.59	15.35
3.790	6.58	15.35
3.788	6.58	15.35
3.785	6.57	15.35
3.782	6.57	15.35
3.779	6.58	15.35
3.776	6.59	15.35
3.773	6.60	15.35
3.770	6.60	15.35
3.765	6.61	15.35
3.758	6.63	15.35
3.749	6.64	15.35
3.742	6.66	15.35
3.736	6.68	15.35
3.730	6.70	15.35
3.727	6.71	15.35
3.723	6.73	15.36
3.720	6.71	15.36
3.720	6.71	15.35
3.719	6.72	15.36
3.715	6.74	15.36
3.713	6.73	15.36
3.712	6.73	15.36
3.713	6.73	15.36
3.712	6.73	15.36
3.712	6.72	15.36
3.711	6.73	15.36
3.709	6.73	15.36
3.708	6.73	15.36
3.706	6.74	15.36
3.703	6.77	15.36
3.701	6.76	15.36
3.699	6.75	15.36
3.697	6.75	15.36
3.695	6.77	15.36
3.692	6.78	15.36
3.685	6.79	15.36
3.682	6.78	15.36
3.682	6.78	15.36
3.682	6.77	15.36
3.683	6.77	15.36
3.683	6.77	15.36
3.683	6.76	15.36
3.678	6.79	15.36
3.672	6.79	15.36
3.672	6.78	15.36
3.672	6.78	15.36
3.671	6.78	15.36
3.668	6.80	15.36
3.663	6.80	15.36
3.661	6.81	15.36
3.658	6.81	15.36
3.654	6.81	15.36
3.651	6.83	15.36
3.646	6.84	15.36
3.643	6.83	15.36
3.642	6.84	15.36
3.640	6.84	15.36
3.638	6.86	15.36
3.636	6.89	15.36
3.634	6.91	15.36
3.631	6.92	15.36
3.628	6.93	15.36
3.624	6.93	15.36
3.622	6.92	15.36
3.620	6.91	15.36
3.618	6.92	15.36
3.616	6.91	15.36
3.614	6.91	15.36
3.613	6.93	15.36
3.610	6.94	15.36
3.608	6.94	15.36
3.605	6.93	15.36
3.601	6.92	15.36
3.598	6.92	15.36
3.595	6.92	15.36
3.593	6.92	15.36
3.592	6.93	15.36
3.591	6.94	15.36
3.586	6.95	15.36
3.582	6.95	15.36
3.581	6.96	15.36
3.579	6.96	15.36
3.577	6.98	15.36
3.576	6.98	15.36
3.576	6.98	15.36
3.576	6.98	15.36
3.575	7.01	15.36
3.574	7.00	15.36
3.574	7.00	15.36
3.573	7.01	15.36
3.572	7.00	15.36
3.572	7.00	15.36
3.572	7.00	15.36
3.572	6.99	15.36
3.573	6.99	15.36
3.573	6.99	15.36
3.572	7.00	15.36
3.564	7.03	15.36
3.559	7.03	15.36
3.557	7.03	15.36
3.552	7.02	15.36
3.549	7.03	15.36
3.546	7.05	15.36
3.542	7.08	15.36
3.540	7.09	15.36
3.539	7.11	15.36
3.537	7.11	15.36
3.535	7.12	15.36
3.533	7.13	15.36
3.531	7.12	15.36
3.528	7.13	15.36
3.525	7.14	15.36
3.522	7.13	15.36
3.519	7.14	15.36
3.517	7.13	15.36
3.515	7.12	15.36
3.514	7.11	15.36
3.512	7.12	15.36
3.510	7.13	15.36
3.509	7.13	15.36
3.507	7.13	15.36
3.506	7.13	15.36
3.504	7.13	15.36
3.502	7.14	15.36
3.499	7.13	15.36
3.497	7.14	15.36
3.495	7.17	15.36
3.493	7.17	15.36
3.490	7.19	15.36
3.487	7.21	15.36
3.485	7.21	15.36
3.484	7.21	15.36
3.483	7.20	15.36
3.482	7.19	15.36
3.480	7.20	15.36
3.478	7.20	15.36
3.478	7.21	15.36
3.477	7.21	15.36
3.475	7.21	15.36
3.473	7.22	15.36
3.470	7.21	15.36
3.468	7.22	15.36
3.466	7.25	15.36
3.465	7.25	15.36
3.464	7.26	15.36
3.462	7.25	15.36
3.461	7.25	15.36
3.459	7.25	15.36
3.456	7.25	15.36
3.453	7.27	15.36
3.450	7.25	15.36
3.447	7.26	15.36
3.445	7.29	15.36
3.444	7.29	15.36
3.444	7.31	15.36
3.442	7.34	15.36
3.438	7.32	15.36
3.437	7.30	15.36
3.437	7.31	15.36
3.435	7.33	15.36
3.433	7.33	15.36
3.431	7.37	15.36
3.425	7.38	15.36
3.418	7.37	15.36
3.410	7.41	15.36
3.402	7.41	15.36
3.398	7.40	15.36
3.393	7.42	15.36
3.388	7.41	15.36
3.383	7.42	15.36
3.378	7.44	15.36
3.376	7.43	15.36
3.375	7.44	15.36
3.374	7.45	15.36
3.370	7.47	15.36
3.367	7.46	15.36
3.366	7.47	15.36
3.364	7.47	15.36
3.362	7.47	15.36
3.361	7.47	15.36
3.359	7.47	15.36
3.359	7.46	15.36
3.359	7.45	15.36
3.359	7.45	15.36
3.358	7.47	15.36
3.354	7.50	15.36
3.352	7.50	15.36
3.352	7.51	15.36
3.349	7.55	15.36
3.348	7.53	15.36
3.347	7.54	15.36
3.342	7.54	15.36
3.339	7.55	15.36
3.337	7.55	15.36
3.334	7.55	15.36
3.332	7.54	15.36
3.329	7.54	15.36
3.326	7.54	15.36
3.324	7.55	15.36
